IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.67.253.122,4,3,0.25,211.67,0.00
104.21.223.244,4,3,0.25,211.94,0.00
172.67.133.17,4,3,0.25,212.12,0.00
172.67.203.173,4,3,0.25,212.44,0.00
172.67.233.78,4,3,0.25,212.80,0.00
104.21.110.80,4,3,0.25,212.90,0.00
172.67.127.180,4,3,0.25,213.08,0.00
172.67.141.192,4,3,0.25,213.11,0.00
104.24.129.86,4,3,0.25,213.48,0.00
172.67.183.106,4,3,0.25,213.72,0.00
104.21.108.43,4,3,0.25,213.74,0.00
104.24.53.73,4,3,0.25,213.87,0.00
172.65.25.125,4,3,0.25,214.22,0.00
172.65.24.201,4,3,0.25,214.39,0.00
172.65.39.164,4,3,0.25,214.79,0.00
172.67.199.129,4,3,0.25,214.84,0.00
172.65.32.143,4,3,0.25,214.92,0.00
172.67.211.216,4,3,0.25,214.95,0.00
172.66.172.80,4,3,0.25,215.00,0.00
104.21.35.165,4,3,0.25,215.20,0.00
172.67.179.184,4,3,0.25,215.45,0.00
172.67.161.11,4,3,0.25,215.49,0.00
172.67.151.194,4,3,0.25,215.52,0.00
172.65.52.49,4,3,0.25,215.62,0.00
172.67.205.153,4,3,0.25,215.68,0.00
104.24.52.252,4,3,0.25,215.70,0.00
104.24.149.150,4,3,0.25,215.82,0.00
104.25.121.192,4,3,0.25,215.91,0.00
172.67.202.14,4,3,0.25,216.11,0.00
104.21.95.78,4,3,0.25,216.16,0.00
172.67.250.231,4,3,0.25,216.21,0.00
172.65.15.169,4,3,0.25,216.60,0.00
104.21.102.210,4,3,0.25,216.62,0.00
104.22.77.87,4,3,0.25,216.97,0.00
104.24.8.149,4,3,0.25,217.15,0.00
104.23.110.197,4,3,0.25,217.22,0.00
104.20.146.105,4,3,0.25,217.64,0.00
172.67.123.189,4,3,0.25,217.71,0.00
104.22.75.21,4,3,0.25,217.81,0.00
104.27.40.186,4,3,0.25,217.86,0.00
172.67.243.76,4,3,0.25,217.89,0.00
172.65.101.214,4,3,0.25,218.13,0.00
172.67.92.187,4,3,0.25,218.29,0.00
172.66.174.46,4,3,0.25,218.55,0.00
172.67.95.49,4,3,0.25,218.63,0.00
172.66.198.133,4,3,0.25,218.70,0.00
104.27.127.6,4,3,0.25,218.77,0.00
104.21.90.183,4,3,0.25,218.81,0.00
104.21.38.100,4,3,0.25,218.88,0.00
172.67.104.176,4,3,0.25,219.12,0.00
104.21.94.234,4,3,0.25,219.14,0.00
104.25.160.162,4,3,0.25,219.14,0.00
104.27.46.153,4,3,0.25,219.42,0.00
104.24.45.240,4,3,0.25,219.44,0.00
104.24.56.146,4,3,0.25,219.50,0.00
172.65.14.173,4,3,0.25,219.59,0.00
104.25.224.111,4,3,0.25,219.62,0.00
104.24.46.115,4,3,0.25,219.74,0.00
104.25.70.34,4,3,0.25,219.86,0.00
172.65.105.27,4,3,0.25,219.97,0.00
104.24.246.114,4,3,0.25,219.98,0.00
104.20.197.113,4,3,0.25,219.99,0.00
104.27.94.147,4,3,0.25,220.00,0.00
104.24.7.250,4,3,0.25,220.49,0.00
104.27.116.219,4,3,0.25,220.52,0.00
104.20.144.83,4,3,0.25,220.61,0.00
104.20.148.254,4,3,0.25,220.68,0.00
104.24.157.189,4,3,0.25,220.71,0.00
104.27.104.83,4,3,0.25,220.73,0.00
172.66.217.243,4,3,0.25,220.76,0.00
104.26.5.91,4,3,0.25,220.92,0.00
172.66.166.207,4,3,0.25,220.93,0.00
172.67.78.49,4,3,0.25,221.04,0.00
104.25.129.242,4,3,0.25,221.07,0.00
104.23.127.202,4,3,0.25,221.13,0.00
104.24.84.54,4,3,0.25,221.16,0.00
172.67.49.156,4,3,0.25,221.18,0.00
172.65.103.56,4,3,0.25,221.19,0.00
172.67.98.132,4,3,0.25,221.35,0.00
104.20.157.182,4,3,0.25,221.55,0.00
104.25.130.217,4,3,0.25,221.59,0.00
104.24.15.7,4,3,0.25,221.66,0.00
172.66.167.211,4,3,0.25,221.74,0.00
172.65.113.229,4,3,0.25,221.79,0.00
104.25.117.136,4,3,0.25,221.91,0.00
172.66.151.230,4,3,0.25,221.95,0.00
104.25.81.90,4,3,0.25,222.16,0.00
104.27.23.61,4,3,0.25,222.26,0.00
104.25.128.149,4,3,0.25,222.35,0.00
104.27.203.252,4,3,0.25,222.36,0.00
104.22.76.59,4,3,0.25,222.51,0.00
104.27.85.160,4,3,0.25,222.58,0.00
104.27.97.49,4,3,0.25,222.62,0.00
104.20.173.248,4,3,0.25,222.66,0.00
104.26.8.102,4,3,0.25,222.71,0.00
104.27.22.153,4,3,0.25,222.73,0.00
172.67.96.154,4,3,0.25,222.78,0.00
104.20.167.85,4,3,0.25,222.90,0.00
104.25.133.84,4,3,0.25,222.90,0.00
104.25.120.2,4,3,0.25,222.94,0.00
104.25.69.191,4,3,0.25,222.95,0.00
104.24.51.3,4,3,0.25,222.96,0.00
104.25.170.153,4,3,0.25,222.99,0.00
172.67.101.202,4,3,0.25,223.15,0.00
104.24.229.179,4,3,0.25,223.28,0.00
104.24.41.100,4,3,0.25,223.45,0.00
172.67.99.85,4,3,0.25,223.45,0.00
104.26.10.233,4,3,0.25,223.54,0.00
104.24.48.75,4,3,0.25,223.55,0.00
104.25.119.75,4,3,0.25,223.62,0.00
104.25.110.239,4,3,0.25,223.67,0.00
104.25.138.176,4,3,0.25,223.75,0.00
104.27.115.185,4,3,0.25,223.84,0.00
104.24.236.150,4,3,0.25,223.89,0.00
104.27.98.58,4,3,0.25,223.93,0.00
172.67.71.159,4,3,0.25,224.03,0.00
172.67.67.154,4,3,0.25,224.25,0.00
172.66.134.15,4,3,0.25,224.27,0.00
172.67.54.93,4,3,0.25,224.33,0.00
104.21.48.141,4,3,0.25,224.45,0.00
104.24.4.234,4,3,0.25,224.60,0.00
104.23.117.65,4,3,0.25,224.82,0.00
172.67.89.17,4,3,0.25,224.91,0.00
172.65.102.195,4,3,0.25,224.92,0.00
104.27.30.5,4,3,0.25,224.95,0.00
104.23.112.23,4,3,0.25,224.96,0.00
172.65.162.98,4,3,0.25,225.11,0.00
104.25.140.182,4,3,0.25,225.14,0.00
172.67.126.161,4,3,0.25,225.15,0.00
172.67.110.94,4,3,0.25,225.21,0.00
104.27.198.130,4,3,0.25,225.22,0.00
104.23.123.105,4,3,0.25,225.31,0.00
104.27.93.7,4,3,0.25,225.54,0.00
104.25.122.27,4,3,0.25,225.55,0.00
172.65.71.187,4,3,0.25,225.60,0.00
172.65.73.139,4,3,0.25,225.77,0.00
104.24.152.134,4,3,0.25,225.80,0.00
104.24.241.41,4,3,0.25,225.82,0.00
104.24.37.204,4,3,0.25,225.85,0.00
172.65.181.83,4,3,0.25,225.92,0.00
172.65.184.35,4,3,0.25,225.97,0.00
104.20.160.36,4,3,0.25,226.02,0.00
172.65.112.70,4,3,0.25,226.02,0.00
104.23.113.79,4,3,0.25,226.06,0.00
104.25.72.199,4,3,0.25,226.14,0.00
104.20.152.129,4,3,0.25,226.15,0.00
104.21.87.71,4,3,0.25,226.16,0.00
172.65.107.142,4,3,0.25,226.22,0.00
104.24.43.207,4,3,0.25,226.27,0.00
104.24.174.169,4,3,0.25,226.42,0.00
104.25.5.78,4,3,0.25,226.59,0.00
172.66.142.40,4,3,0.25,226.62,0.00
104.27.38.11,4,3,0.25,226.68,0.00
104.27.95.215,4,3,0.25,226.69,0.00
104.24.61.230,4,3,0.25,226.71,0.00
172.66.143.243,4,3,0.25,226.76,0.00
104.20.189.216,4,3,0.25,226.79,0.00
104.27.112.114,4,3,0.25,226.89,0.00
172.67.50.41,4,3,0.25,226.95,0.00
104.20.171.214,4,3,0.25,227.15,0.00
104.21.17.86,4,3,0.25,227.54,0.00
104.24.33.67,4,3,0.25,227.57,0.00
104.25.73.0,4,3,0.25,227.59,0.00
104.25.144.90,4,3,0.25,227.62,0.00
104.24.9.199,4,3,0.25,227.84,0.00
172.65.78.38,4,3,0.25,227.87,0.00
104.24.71.236,4,3,0.25,227.90,0.00
104.24.145.170,4,3,0.25,227.91,0.00
172.65.214.149,4,3,0.25,228.04,0.00
172.66.201.217,4,3,0.25,228.17,0.00
104.24.38.80,4,3,0.25,228.29,0.00
104.27.119.130,4,3,0.25,228.32,0.00
104.24.166.21,4,3,0.25,228.33,0.00
104.27.39.202,4,3,0.25,228.34,0.00
104.23.122.230,4,3,0.25,228.39,0.00
172.67.125.17,4,3,0.25,228.42,0.00
104.24.171.191,4,3,0.25,228.58,0.00
104.25.9.222,4,3,0.25,228.60,0.00
104.27.96.177,4,3,0.25,228.68,0.00
104.27.197.185,4,3,0.25,228.69,0.00
104.27.92.224,4,3,0.25,228.80,0.00
104.23.114.74,4,3,0.25,228.97,0.00
104.27.53.113,4,3,0.25,229.00,0.00
172.66.214.119,4,3,0.25,229.02,0.00
172.64.235.75,4,3,0.25,229.03,0.00
104.25.203.223,4,3,0.25,229.05,0.00
104.20.176.61,4,3,0.25,229.13,0.00
172.65.173.134,4,3,0.25,229.28,0.00
104.25.71.20,4,3,0.25,229.38,0.00
172.67.52.83,4,3,0.25,229.40,0.00
104.24.144.55,4,3,0.25,229.52,0.00
172.67.87.28,4,3,0.25,229.64,0.00
104.24.64.100,4,3,0.25,229.66,0.00
104.27.99.103,4,3,0.25,229.69,0.00
172.67.5.58,4,3,0.25,229.78,0.00
104.25.187.239,4,3,0.25,229.79,0.00
104.23.136.239,4,3,0.25,229.93,0.00
104.25.96.78,4,3,0.25,229.99,0.00
104.24.201.58,4,3,0.25,230.00,0.00
104.20.191.149,4,3,0.25,230.04,0.00
104.20.195.227,4,3,0.25,230.04,0.00
104.25.46.92,4,3,0.25,230.12,0.00
172.67.12.149,4,3,0.25,230.16,0.00
104.20.172.54,4,3,0.25,230.23,0.00
104.20.162.123,4,3,0.25,230.23,0.00
104.25.76.201,4,3,0.25,230.28,0.00
172.65.186.18,4,3,0.25,230.31,0.00
104.27.199.130,4,3,0.25,230.43,0.00
104.21.2.253,4,3,0.25,230.75,0.00
104.25.154.212,4,3,0.25,230.81,0.00
104.26.0.128,4,3,0.25,230.91,0.00
104.25.156.149,4,3,0.25,231.06,0.00
104.20.246.19,4,3,0.25,231.07,0.00
172.67.88.64,4,3,0.25,231.18,0.00
104.22.1.227,4,3,0.25,231.24,0.00
172.67.11.11,4,3,0.25,231.31,0.00
104.23.105.200,4,3,0.25,231.64,0.00
104.21.79.28,4,3,0.25,231.68,0.00
104.24.206.71,4,3,0.25,231.73,0.00
104.26.1.123,4,3,0.25,231.75,0.00
104.22.13.67,4,3,0.25,231.92,0.00
104.27.196.161,4,3,0.25,232.15,0.00
104.27.106.161,4,3,0.25,232.28,0.00
104.27.195.178,4,3,0.25,232.53,0.00
104.25.42.210,4,3,0.25,232.65,0.00
104.20.218.156,4,3,0.25,232.68,0.00
172.66.193.70,4,3,0.25,232.72,0.00
104.22.6.115,4,3,0.25,233.02,0.00
104.22.0.11,4,3,0.25,233.11,0.00
104.22.9.203,4,3,0.25,233.19,0.00
104.25.61.4,4,3,0.25,233.22,0.00
104.25.147.69,4,3,0.25,233.43,0.00
104.20.158.149,4,3,0.25,233.44,0.00
104.27.110.238,4,3,0.25,233.45,0.00
172.67.15.239,4,3,0.25,233.58,0.00
172.67.82.203,4,3,0.25,233.64,0.00
172.66.148.219,4,3,0.25,233.64,0.00
104.24.26.192,4,3,0.25,233.87,0.00
104.25.125.248,4,3,0.25,233.92,0.00
104.25.103.214,4,3,0.25,234.36,0.00
104.20.206.252,4,3,0.25,234.42,0.00
172.66.195.94,4,3,0.25,234.48,0.00
172.65.72.60,4,3,0.25,234.66,0.00
104.22.72.25,4,3,0.25,234.73,0.00
104.20.168.71,4,3,0.25,234.96,0.00
104.25.75.238,4,3,0.25,235.01,0.00
104.20.153.39,4,3,0.25,235.13,0.00
104.23.98.27,4,3,0.25,235.34,0.00
172.66.192.90,4,3,0.25,235.61,0.00
172.65.111.134,4,3,0.25,235.72,0.00
104.24.44.197,4,3,0.25,235.88,0.00
104.27.105.75,4,3,0.25,235.92,0.00
104.24.158.17,4,3,0.25,235.98,0.00
104.27.73.229,4,3,0.25,235.98,0.00
104.24.245.12,4,3,0.25,236.05,0.00
104.24.151.219,4,3,0.25,236.07,0.00
104.27.202.73,4,3,0.25,236.07,0.00
104.23.120.137,4,3,0.25,236.47,0.00
172.67.6.50,4,3,0.25,236.51,0.00
104.24.230.222,4,3,0.25,236.87,0.00
104.27.204.35,4,3,0.25,237.11,0.00
104.24.39.244,4,3,0.25,237.28,0.00
104.24.50.237,4,3,0.25,238.08,0.00
172.65.110.231,4,3,0.25,238.82,0.00
104.25.124.175,4,3,0.25,238.86,0.00
104.24.156.101,4,3,0.25,239.27,0.00
172.65.191.150,4,3,0.25,239.30,0.00
104.20.186.220,4,3,0.25,239.66,0.00
104.20.185.5,4,3,0.25,239.72,0.00
104.22.73.42,4,3,0.25,240.15,0.00
104.25.153.7,4,3,0.25,240.43,0.00
104.24.14.174,4,3,0.25,240.74,0.00
104.23.132.212,4,3,0.25,240.85,0.00
104.27.74.125,4,3,0.25,241.01,0.00
172.65.165.145,4,3,0.25,241.37,0.00
104.25.199.197,4,3,0.25,241.43,0.00
104.27.60.48,4,3,0.25,241.69,0.00
104.24.192.49,4,3,0.25,241.81,0.00
104.20.217.226,4,3,0.25,242.49,0.00
104.22.5.67,4,3,0.25,242.62,0.00
104.24.47.190,4,3,0.25,242.75,0.00
104.25.45.119,4,3,0.25,243.01,0.00
104.24.155.124,4,3,0.25,243.06,0.00
104.25.126.69,4,3,0.25,243.56,0.00
104.20.238.191,4,3,0.25,243.97,0.00
172.65.76.204,4,3,0.25,244.01,0.00
104.22.68.22,4,3,0.25,245.01,0.00
104.24.60.13,4,3,0.25,245.29,0.00
104.25.192.211,4,3,0.25,245.35,0.00
104.24.217.177,4,3,0.25,245.54,0.00
104.20.196.123,4,3,0.25,246.09,0.00
104.24.154.136,4,3,0.25,246.48,0.00
104.21.74.47,4,3,0.25,246.59,0.00
104.25.237.222,4,3,0.25,247.34,0.00
104.24.175.234,4,3,0.25,248.37,0.00
104.20.255.45,4,3,0.25,248.64,0.00
104.27.59.234,4,3,0.25,250.20,0.00
104.20.247.55,4,3,0.25,262.19,0.00
172.64.6.214,4,3,0.25,293.24,0.00
172.65.227.22,4,3,0.25,341.99,0.00
172.64.0.10,4,3,0.25,343.35,0.00
172.64.48.84,4,3,0.25,345.15,0.00
172.64.1.240,4,3,0.25,358.89,0.00
172.65.233.161,4,3,0.25,379.36,0.00
172.64.9.118,4,3,0.25,394.93,0.00
172.65.201.114,4,3,0.25,408.54,0.00
172.64.35.243,4,3,0.25,410.73,0.00
172.65.224.118,4,3,0.25,413.18,0.00
172.65.215.54,4,3,0.25,421.43,0.00
172.65.235.56,4,3,0.25,426.89,0.00
172.65.225.181,4,3,0.25,432.76,0.00
172.64.68.209,4,3,0.25,453.17,0.00
172.64.82.164,4,3,0.25,464.79,0.00
172.64.36.69,4,3,0.25,485.61,0.00
172.65.198.10,4,3,0.25,496.35,0.00
172.66.47.225,4,3,0.25,497.51,0.00
172.65.249.198,4,3,0.25,498.29,0.00
172.65.194.135,4,3,0.25,505.53,0.00
172.64.151.175,4,3,0.25,508.31,0.00
172.64.158.43,4,3,0.25,508.78,0.00
172.64.88.102,4,3,0.25,525.45,0.00
172.65.245.8,4,3,0.25,531.37,0.00
172.64.144.93,4,3,0.25,588.44,0.00
172.65.228.152,4,3,0.25,598.90,0.00
172.65.208.174,4,3,0.25,648.92,0.00
172.65.206.34,4,3,0.25,687.74,0.00
172.65.216.14,4,3,0.25,690.07,0.00
172.64.156.36,4,3,0.25,691.54,0.00
172.64.95.126,4,3,0.25,762.25,0.00
172.64.147.182,4,3,0.25,891.86,0.00
172.67.28.179,4,2,0.50,154.21,0.00
172.64.102.49,4,2,0.50,155.68,0.00
172.64.161.166,4,2,0.50,157.41,0.00
172.67.40.237,4,2,0.50,159.83,0.00
172.67.27.83,4,2,0.50,160.22,0.00
172.67.36.95,4,2,0.50,160.64,0.00
104.22.63.196,4,2,0.50,160.67,0.00
172.64.168.201,4,2,0.50,160.72,0.00
104.22.62.166,4,2,0.50,162.10,0.00
172.67.26.104,4,2,0.50,162.82,0.00
172.65.90.38,4,2,0.50,163.50,0.00
172.67.42.44,4,2,0.50,163.64,0.00
172.64.154.216,4,2,0.50,164.00,0.00
104.21.238.148,4,2,0.50,164.82,0.00
104.21.235.2,4,2,0.50,164.82,0.00
172.64.167.21,4,2,0.50,165.25,0.00
172.64.195.103,4,2,0.50,165.39,0.00
172.67.30.9,4,2,0.50,165.71,0.00
104.21.232.80,4,2,0.50,165.72,0.00
104.21.224.253,4,2,0.50,166.08,0.00
172.64.146.49,4,2,0.50,166.90,0.00
172.64.166.169,4,2,0.50,167.79,0.00
172.64.173.240,4,2,0.50,168.00,0.00
172.65.85.112,4,2,0.50,168.38,0.00
172.64.98.174,4,2,0.50,168.87,0.00
104.21.227.104,4,2,0.50,169.21,0.00
104.21.239.105,4,2,0.50,171.26,0.00
172.64.193.134,4,2,0.50,174.67,0.00
172.64.163.110,4,2,0.50,177.20,0.00
172.67.45.199,4,2,0.50,182.77,0.00
172.67.17.9,4,2,0.50,185.42,0.00
172.67.185.197,4,2,0.50,193.57,0.00
172.67.240.48,4,2,0.50,194.77,0.00
172.65.50.162,4,2,0.50,196.95,0.00
172.67.131.8,4,2,0.50,198.91,0.00
172.67.129.18,4,2,0.50,199.87,0.00
172.67.195.177,4,2,0.50,200.36,0.00
172.67.181.51,4,2,0.50,200.48,0.00
172.65.45.242,4,2,0.50,200.92,0.00
172.67.242.36,4,2,0.50,200.96,0.00
172.67.214.241,4,2,0.50,201.00,0.00
172.65.47.202,4,2,0.50,201.53,0.00
172.67.230.19,4,2,0.50,201.95,0.00
172.67.231.243,4,2,0.50,202.24,0.00
172.65.6.106,4,2,0.50,202.79,0.00
172.67.156.229,4,2,0.50,203.48,0.00
172.67.218.101,4,2,0.50,203.66,0.00
172.67.217.42,4,2,0.50,204.02,0.00
172.67.244.158,4,2,0.50,204.34,0.00
172.67.220.109,4,2,0.50,204.76,0.00
172.67.196.76,4,2,0.50,204.87,0.00
172.67.134.19,4,2,0.50,205.87,0.00
172.67.224.49,4,2,0.50,206.17,0.00
172.67.238.8,4,2,0.50,206.30,0.00
172.65.27.154,4,2,0.50,206.54,0.00
172.65.48.249,4,2,0.50,206.69,0.00
172.67.194.55,4,2,0.50,207.24,0.00
172.67.236.193,4,2,0.50,207.37,0.00
104.21.119.72,4,2,0.50,207.45,0.00
172.67.234.69,4,2,0.50,207.79,0.00
172.67.130.238,4,2,0.50,207.96,0.00
172.65.17.228,4,2,0.50,208.38,0.00
104.21.101.207,4,2,0.50,208.48,0.00
104.29.69.79,4,2,0.50,208.98,0.00
172.65.54.65,4,2,0.50,209.41,0.00
172.67.228.183,4,2,0.50,209.53,0.00
104.21.88.69,4,2,0.50,210.06,0.00
104.21.213.78,4,2,0.50,210.44,0.00
172.67.229.174,4,2,0.50,210.51,0.00
172.67.164.200,4,2,0.50,210.73,0.00
104.24.162.24,4,2,0.50,211.22,0.00
172.65.49.158,4,2,0.50,211.23,0.00
172.67.237.165,4,2,0.50,211.24,0.00
104.21.107.152,4,2,0.50,211.32,0.00
172.67.155.13,4,2,0.50,211.88,0.00
104.20.169.113,4,2,0.50,212.56,0.00
172.67.193.59,4,2,0.50,212.75,0.00
104.21.211.78,4,2,0.50,212.77,0.00
104.27.57.198,4,2,0.50,212.96,0.00
172.65.250.57,4,2,0.50,213.74,0.00
104.21.98.144,4,2,0.50,213.81,0.00
104.21.81.163,4,2,0.50,213.82,0.00
104.21.34.112,4,2,0.50,214.14,0.00
104.25.178.105,4,2,0.50,214.28,0.00
172.67.74.74,4,2,0.50,215.14,0.00
172.67.120.121,4,2,0.50,215.26,0.00
104.25.233.214,4,2,0.50,215.36,0.00
104.25.62.92,4,2,0.50,215.40,0.00
104.21.92.171,4,2,0.50,215.53,0.00
104.21.56.229,4,2,0.50,215.59,0.00
172.67.219.235,4,2,0.50,215.60,0.00
172.67.204.186,4,2,0.50,215.61,0.00
172.67.170.64,4,2,0.50,215.99,0.00
104.24.75.148,4,2,0.50,216.03,0.00
104.21.36.186,4,2,0.50,216.10,0.00
104.24.12.76,4,2,0.50,216.34,0.00
172.67.209.105,4,2,0.50,216.38,0.00
104.25.159.212,4,2,0.50,216.65,0.00
172.67.77.37,4,2,0.50,216.67,0.00
104.24.22.237,4,2,0.50,217.16,0.00
104.25.171.18,4,2,0.50,217.17,0.00
104.21.97.150,4,2,0.50,217.41,0.00
104.24.232.66,4,2,0.50,217.50,0.00
172.65.21.150,4,2,0.50,217.50,0.00
104.25.28.117,4,2,0.50,217.69,0.00
172.67.113.42,4,2,0.50,217.77,0.00
104.24.200.98,4,2,0.50,217.79,0.00
172.65.121.239,4,2,0.50,217.93,0.00
104.22.3.30,4,2,0.50,218.02,0.00
104.22.69.178,4,2,0.50,218.04,0.00
172.67.72.41,4,2,0.50,218.60,0.00
172.67.65.155,4,2,0.50,218.69,0.00
172.67.112.60,4,2,0.50,218.93,0.00
104.27.124.172,4,2,0.50,219.05,0.00
104.23.115.205,4,2,0.50,219.10,0.00
172.67.93.169,4,2,0.50,219.24,0.00
172.67.124.63,4,2,0.50,219.29,0.00
172.67.210.137,4,2,0.50,219.93,0.00
104.24.85.92,4,2,0.50,219.95,0.00
104.24.189.184,4,2,0.50,220.32,0.00
104.25.29.129,4,2,0.50,220.35,0.00
104.24.203.129,4,2,0.50,220.62,0.00
104.24.80.56,4,2,0.50,220.75,0.00
104.24.233.99,4,2,0.50,220.87,0.00
104.25.25.150,4,2,0.50,221.05,0.00
104.25.197.131,4,2,0.50,221.16,0.00
104.25.132.85,4,2,0.50,221.31,0.00
104.25.162.227,4,2,0.50,221.36,0.00
104.20.178.88,4,2,0.50,221.42,0.00
104.25.26.55,4,2,0.50,221.46,0.00
104.21.3.62,4,2,0.50,221.59,0.00
104.25.4.65,4,2,0.50,221.62,0.00
104.25.89.107,4,2,0.50,221.91,0.00
104.25.43.108,4,2,0.50,222.00,0.00
104.25.169.8,4,2,0.50,222.05,0.00
104.24.69.213,4,2,0.50,222.14,0.00
104.24.65.63,4,2,0.50,222.30,0.00
172.65.59.12,4,2,0.50,222.31,0.00
172.67.100.120,4,2,0.50,222.36,0.00
172.65.124.7,4,2,0.50,222.41,0.00
172.65.117.72,4,2,0.50,222.44,0.00
104.21.12.39,4,2,0.50,222.47,0.00
104.24.62.5,4,2,0.50,222.61,0.00
104.24.35.248,4,2,0.50,222.73,0.00
172.65.79.84,4,2,0.50,222.74,0.00
104.21.117.165,4,2,0.50,222.88,0.00
104.25.80.205,4,2,0.50,223.13,0.00
104.24.30.194,4,2,0.50,223.16,0.00
104.20.177.43,4,2,0.50,223.31,0.00
104.24.209.81,4,2,0.50,223.37,0.00
104.23.135.179,4,2,0.50,223.41,0.00
172.65.123.11,4,2,0.50,223.47,0.00
104.27.122.166,4,2,0.50,223.49,0.00
172.67.108.221,4,2,0.50,223.54,0.00
104.22.34.191,4,2,0.50,223.66,0.00
104.21.214.158,4,2,0.50,223.82,0.00
172.67.51.62,4,2,0.50,223.91,0.00
104.29.67.30,4,2,0.50,224.02,0.00
104.25.15.93,4,2,0.50,224.12,0.00
104.22.41.162,4,2,0.50,224.13,0.00
104.24.19.244,4,2,0.50,224.25,0.00
172.65.122.61,4,2,0.50,224.38,0.00
104.25.19.146,4,2,0.50,224.58,0.00
104.27.55.90,4,2,0.50,224.65,0.00
104.24.59.187,4,2,0.50,224.75,0.00
104.24.195.225,4,2,0.50,224.76,0.00
104.23.139.61,4,2,0.50,224.76,0.00
172.67.114.192,4,2,0.50,224.83,0.00
104.22.79.4,4,2,0.50,224.85,0.00
104.27.121.189,4,2,0.50,224.87,0.00
104.25.58.85,4,2,0.50,224.90,0.00
104.27.7.13,4,2,0.50,224.97,0.00
104.25.95.179,4,2,0.50,224.99,0.00
104.25.189.231,4,2,0.50,225.00,0.00
104.25.16.137,4,2,0.50,225.19,0.00
104.25.91.237,4,2,0.50,225.32,0.00
172.66.171.184,4,2,0.50,225.40,0.00
104.25.18.134,4,2,0.50,225.41,0.00
104.21.8.232,4,2,0.50,225.42,0.00
172.66.197.170,4,2,0.50,225.50,0.00
104.21.0.62,4,2,0.50,225.52,0.00
104.27.205.32,4,2,0.50,225.55,0.00
104.27.51.126,4,2,0.50,225.63,0.00
104.25.13.54,4,2,0.50,225.79,0.00
104.27.84.15,4,2,0.50,225.94,0.00
104.27.42.172,4,2,0.50,226.03,0.00
104.25.41.199,4,2,0.50,226.13,0.00
104.25.10.93,4,2,0.50,226.15,0.00
172.65.180.250,4,2,0.50,226.24,0.00
172.65.144.31,4,2,0.50,226.45,0.00
104.25.94.126,4,2,0.50,226.52,0.00
104.25.17.245,4,2,0.50,226.62,0.00
172.65.120.215,4,2,0.50,226.68,0.00
104.21.113.152,4,2,0.50,226.69,0.00
104.24.210.83,4,2,0.50,226.81,0.00
104.27.41.189,4,2,0.50,226.93,0.00
104.25.182.112,4,2,0.50,226.99,0.00
104.24.24.83,4,2,0.50,227.09,0.00
104.22.65.245,4,2,0.50,227.32,0.00
104.25.12.120,4,2,0.50,227.76,0.00
172.65.152.181,4,2,0.50,227.77,0.00
172.65.143.111,4,2,0.50,227.85,0.00
104.25.186.0,4,2,0.50,227.88,0.00
104.25.23.216,4,2,0.50,228.08,0.00
104.25.188.169,4,2,0.50,228.11,0.00
104.25.168.175,4,2,0.50,228.33,0.00
172.65.138.210,4,2,0.50,228.36,0.00
104.24.57.56,4,2,0.50,228.52,0.00
172.67.109.226,4,2,0.50,228.66,0.00
172.67.241.190,4,2,0.50,228.68,0.00
104.27.114.34,4,2,0.50,228.68,0.00
104.20.156.55,4,2,0.50,228.69,0.00
172.65.125.212,4,2,0.50,228.72,0.00
104.23.141.203,4,2,0.50,228.79,0.00
172.67.85.140,4,2,0.50,228.84,0.00
104.24.72.8,4,2,0.50,228.91,0.00
172.67.122.171,4,2,0.50,229.01,0.00
104.25.181.251,4,2,0.50,229.21,0.00
172.67.197.22,4,2,0.50,229.22,0.00
104.24.42.5,4,2,0.50,229.41,0.00
172.65.146.57,4,2,0.50,229.49,0.00
104.20.147.145,4,2,0.50,229.56,0.00
